path,category,reason,width,height,mode,file_size_kb
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711628640959.jpg,HEALTHY,exact_duplicate_of:1711628552570.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711628811686.jpg,HEALTHY,exact_duplicate_of:1711628770631.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711629094732.jpg,HEALTHY,exact_duplicate_of:1711628913447.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711629177046.jpg,HEALTHY,exact_duplicate_of:1711629096207.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711629151966.jpg,HEALTHY,exact_duplicate_of:1711629072513.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711629123440.jpg,HEALTHY,exact_duplicate_of:1711629045948.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711629372965.jpg,HEALTHY,exact_duplicate_of:1711629242852.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711629183901.jpg,HEALTHY,exact_duplicate_of:1711629314570.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711629451123.jpg,HEALTHY,exact_duplicate_of:1711629411867.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711629623956.jpg,HEALTHY,exact_duplicate_of:1711629689742.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711630211300.jpg,HEALTHY,exact_duplicate_of:1711630193584.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711630993168.jpg,HEALTHY,exact_duplicate_of:1711630977251.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711631009873.jpg,HEALTHY,exact_duplicate_of:1711630959681.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711631135830.jpg,HEALTHY,exact_duplicate_of:1711630959681.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711631169278.jpg,HEALTHY,exact_duplicate_of:1711631134858.jpg,,,,
